IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
5791_01,Earlie Sancasey,G,941,S,Europa,Outros,46.0,0,0,183.0,7.0,637.0,182.0,5.0,1
6091_02,Pattin Lynnerett,F,1260,P,Europa,Grecia,39.0,0,0,0.0,29.0,291.0,13.0,527.0,0
0889_01,Marfak Polksy,C,32,P,America,Grecia,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4315_01,Clarry Hammonton,E,272,P,Europa,Grecia,22.0,0,0,0.0,3.0,486.0,0.0,228.0,1
5523_01,Rician Pearsalason,G,885,P,Europa,Malta,29.0,0,0,0.0,0.0,20.0,0.0,402.0,0
0345_01,Berios Racke,E,21,S,Africa,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0781_01,Diandy Valexandez,G,118,S,Europa,Malta,21.0,0,0,14.0,33.0,0.0,3.0,467.0,0
8604_02,Halesh Stité,F,1765,P,Africa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2730_03,Elancy Douglasen,G,433,S,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9078_01,Dondy Johnshines,E,594,S,Europa,Malta,44.0,0,0,0.0,2.0,0.0,0.0,1556.0,0
8007_02,Marine Gilleyons,E,517,P,Europa,Malta,24.0,0,0,0.0,0.0,92.0,1492.0,0.0,1
0020_02,Glendy Brantuarez,E,0,S,Europa,Monaco,49.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3211_02,Maura Baldson,G,521,P,Europa,Monaco,43.0,0,0,511.0,233.0,0.0,0.0,144.0,0
1026_01,Lilace Leetersoney,G,159,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1063_01,Markar Ingwhed,B,38,P,Outros,Grecia,38.0,0,0,0.0,3262.0,0.0,295.0,1374.0,1
1197_01,Wasatan Folhal,B,45,P,America,Monaco,32.0,1,0,0.0,122.0,3700.0,337.0,1388.0,0
7338_01,Jumars Colte,D,233,P,Africa,Grecia,42.0,0,0,1318.0,0.0,1386.0,0.0,0.0,0
1447_01,Sadine Simson,G,227,P,Europa,Grecia,59.0,0,0,0.0,0.0,0.0,0.0,755.0,0
5254_01,Celeon Pressive,B,202,S,America,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8063_01,Paulie Loway,F,1543,S,Europa,Grecia,20.0,0,0,0.0,25.0,0.0,11.0,0.0,0
9173_01,Anda Cartez,F,1876,P,Europa,Malta,33.0,0,0,0.0,688.0,2.0,0.0,426.0,0
0336_01,Maura Cookson,F,74,P,Europa,Grecia,44.0,0,0,695.0,1.0,16.0,0.0,0.0,0
5823_01,Ronna Antoshipson,G,944,S,Europa,Monaco,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2426_01,Colatz Gine,F,466,S,Africa,Grecia,70.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1425_02,Mael Adavisons,G,220,P,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2762_02,Paulah Leonzaley,G,439,S,Europa,Monaco,15.0,0,0,254.0,0.0,10.0,180.0,0.0,0
0643_01,Tran Watie,F,138,P,Africa,Grecia,19.0,0,0,1019.0,266.0,141.0,0.0,0.0,1
1651_02,Ebonyd Lynnerett,G,266,P,Europa,Monaco,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4482_02,Idave Anthompson,G,732,S,Europa,Grecia,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5828_01,Bethy Goldendrice,G,941,P,Europa,Grecia,21.0,0,0,621.0,0.0,0.0,0.0,0.0,0
1426_01,Duhrid Drelcate,D,46,P,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8910_01,Therta Crayeson,E,585,S,Europa,Grecia,33.0,0,0,0.0,3.0,0.0,782.0,7.0,0
5380_01,Hark Kité,F,1104,P,Africa,Grecia,36.0,0,0,386.0,0.0,756.0,6.0,0.0,0
4061_02,Graw Kashe,F,766,S,Africa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2907_01,Paulah Weavesend,F,552,S,Europa,Grecia,25.0,0,0,0.0,9.0,2005.0,0.0,5.0,1
6199_02,Cocors Spien,D,188,S,Africa,Grecia,47.0,0,0,5.0,1027.0,0.0,24.0,0.0,1
1165_03,Nusakab Waring,B,44,P,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5477_01,Gerte Baxterson,G,880,S,Europa,Grecia,17.0,0,0,0.0,150.0,166.0,570.0,0.0,1
5209_01,Eriky Lambleyoun,F,999,S,Europa,Grecia,26.0,0,0,168.0,0.0,382.0,166.0,0.0,1
6934_02,Bleark Nutty,E,443,P,Africa,Monaco,16.0,0,0,1228.0,0.0,450.0,446.0,0.0,0
8068_01,Eduard Mcfarmerson,F,1545,S,Europa,Grecia,20.0,0,0,0.0,52.0,0.0,110.0,614.0,0
2402_01,Glenna Valezaley,G,389,P,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6094_03,Tautrix Brathful,C,227,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7292_01,Single Panad,D,220,S,Africa,Monaco,21.0,0,0,0.0,0.0,0.0,1.0,378.0,0
1964_01,Altara Righturter,C,74,S,America,Grecia,63.0,0,0,0.0,869.0,1.0,375.0,3377.0,0
8043_01,Hadalm Oppont,A,97,S,America,Monaco,45.0,0,0,5.0,17901.0,0.0,79.0,281.0,1
8449_02,Sarino Purellliss,C,317,S,America,Grecia,50.0,0,0,0.0,3070.0,0.0,44.0,562.0,1
6087_01,Nadie Rodger,F,1160,S,Europa,Grecia,19.0,0,0,605.0,0.0,24.0,1.0,86.0,0
2308_04,Polluma Pringrous,D,77,S,America,Grecia,67.0,0,0,0.0,4715.0,0.0,599.0,6.0,1
0359_01,Celine Popez,F,66,S,Europa,Malta,26.0,0,0,148.0,0.0,453.0,0.0,88.0,0
1783_01,Carma Garnettiz,G,281,S,Europa,Monaco,42.0,0,0,28.0,0.0,0.0,0.0,591.0,0
2341_01,Karlie Hubbarnett,F,455,S,Europa,Grecia,15.0,0,0,0.0,785.0,0.0,0.0,0.0,1
0664_01,Jabba Cylistrand,E,46,S,America,Grecia,36.0,0,0,0.0,0.0,0.0,4507.0,5689.0,0
3853_01,Jeane Herreras,F,725,S,Europa,Malta,18.0,0,0,16.0,6.0,735.0,0.0,0.0,1
2785_01,Wasaleh Clindy,C,102,S,America,Grecia,58.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2486_02,Alber Lopelases,F,513,P,Europa,Grecia,17.0,0,0,584.0,738.0,54.0,0.0,621.0,0
4592_01,Crunch Carté,F,862,S,Africa,Grecia,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8147_01,Everly Pittler,G,1317,P,Europa,Grecia,20.0,0,0,0.0,142.0,0.0,3528.0,92.0,0
4305_03,Noria Carezquez,G,707,P,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4037_01,Luisy Gardsondez,G,663,S,Europa,Malta,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3179_01,Therie Saley,F,599,S,Europa,Monaco,28.0,0,0,2840.0,0.0,0.0,0.0,0.0,0
5192_01,Tostex Khaf,F,995,S,Africa,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5898_01,Lolas Dickley,G,958,S,Europa,Monaco,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8465_02,Clek Ches,F,1736,P,Africa,Grecia,61.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8474_01,Eriky Weaves,F,1632,S,Europa,Monaco,21.0,0,0,39.0,53.0,94.0,33.0,518.0,0
0633_01,Cakes Gread,D,25,P,Africa,Malta,31.0,1,0,629.0,0.0,0.0,150.0,0.0,0
5507_01,Blakes Saf,E,356,S,Africa,Grecia,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2858_02,Mesatik Fictful,C,109,S,America,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4303_02,Wally Popelase,G,705,S,Europa,Grecia,38.0,0,0,0.0,668.0,84.0,267.0,0.0,0
4923_01,Graw Sturt,F,935,S,Africa,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7650_04,Royce Potters,F,1461,S,Europa,Grecia,18.0,0,0,711.0,12.0,0.0,83.0,0.0,1
6030_04,Fanne Steinardson,G,981,S,Europa,Grecia,30.0,0,0,0.0,0.0,47.0,703.0,4.0,1
1992_01,Lucan Killé,F,379,S,Africa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3030_01,Cellum Alaring,B,97,P,America,Monaco,30.0,0,0,728.0,2551.0,0.0,48.0,1804.0,1
7671_01,Daley Patthews,F,1466,S,Europa,Grecia,29.0,0,0,0.0,7.0,31.0,700.0,0.0,0
1976_07,Alaslon Craleve,B,82,S,America,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2503_02,Eet Shrie,F,516,P,Africa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3747_01,Achium Entratable,B,118,P,America,Grecia,39.0,0,0,0.0,2576.0,0.0,234.0,237.0,0
2763_01,Sony Reynoldez,E,168,P,Europa,Grecia,31.0,0,0,91.0,756.0,0.0,0.0,12.0,1
4942_02,Coreee Reenon,G,806,S,Europa,Grecia,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1460_02,Eduana Williotters,G,230,P,Europa,Malta,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7922_01,Lloyde Llobsoney,F,1517,S,Europa,Grecia,39.0,0,0,3030.0,79.0,0.0,0.0,0.0,0
7334_01,Essara Schwardson,E,490,S,Europa,Grecia,22.0,0,0,0.0,0.0,787.0,1.0,0.0,0
8307_01,Porrimp Unkcal,A,100,S,America,Monaco,27.0,1,0,0.0,1337.0,1929.0,0.0,0.0,1
4505_01,Erraid Wirdley,C,165,S,America,Monaco,53.0,0,0,0.0,864.0,49.0,39.0,2376.0,1
6787_02,Helean Booneid,F,1411,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
6971_04,Asteron Distured,C,225,P,America,Monaco,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1844_01,Andan Stannondez,F,355,S,Europa,Malta,38.0,0,0,0.0,0.0,0.0,0.0,1381.0,0
8732_01,Lestie Jacostaffey,F,1691,S,Europa,Grecia,19.0,0,0,193.0,251.0,0.0,165.0,0.0,0
8233_01,Leene Balderts,F,1575,S,Europa,Grecia,30.0,0,0,0.0,0.0,779.0,0.0,18.0,0
2526_01,Chelik Fatted,B,74,P,America,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2778_01,Gorice Fisty,D,82,P,Africa,Grecia,35.0,0,0,2301.0,0.0,414.0,0.0,0.0,1
0383_01,Phia Wagnerray,G,55,S,Europa,Grecia,28.0,0,0,82.0,773.0,0.0,3693.0,140.0,0
8339_01,Markton Dratembid,D,246,S,America,Grecia,39.0,0,0,0.0,261.0,0.0,1831.0,1797.0,0
3597_01,Loise Parrett,G,589,P,Europa,Grecia,25.0,0,0,0.0,813.0,89.0,12.0,0.0,0
5980_01,Alatrin Trallect,C,223,S,America,Monaco,19.0,0,0,0.0,0.0,0.0,2.0,9.0,1
7395_04,Beten Suasharic,B,277,S,America,Monaco,43.0,1,0,0.0,486.0,0.0,0.0,2470.0,0
9006_01,Shaiam Tinganking,B,343,S,America,Grecia,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4628_01,Murzima Freednal,C,175,S,America,Grecia,45.0,0,0,0.0,7484.0,465.0,14.0,610.0,1
0928_01,Elene Ryanglasey,G,133,P,Europa,Malta,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3487_01,Alphah Neceriont,A,39,S,America,Monaco,46.0,0,0,0.0,0.0,0.0,1529.0,3069.0,0
1983_01,Felia Cooperkins,G,320,P,Europa,Malta,17.0,0,0,414.0,0.0,139.0,28.0,173.0,0
3922_01,Melica Bardsey,G,641,P,Europa,Malta,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0036_01,Marina Leodger,F,8,S,Europa,Monaco,15.0,0,0,0.0,492.0,48.0,20.0,401.0,0
5217_02,Canon Wingcoling,B,177,P,America,Monaco,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1057_01,Cherkar Braned,C,39,P,America,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6490_01,Errairk Ineded,C,201,P,America,Monaco,57.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6032_02,Lison Mcdowns,E,397,S,Outros,Grecia,40.0,0,0,521.0,4.0,53.0,70.0,141.0,0
4553_01,Auvam Watuald,C,143,P,America,Malta,55.0,1,0,0.0,102.0,0.0,278.0,5353.0,0
6111_04,Hezenif Folumorly,A,58,P,America,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4732_01,Thabius Slavested,C,151,P,America,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1140_02,Mergas Sofraten,B,46,S,America,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1148_01,Bosonon Clugete,C,42,P,America,Monaco,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7584_02,Sterfik Swingse,B,288,S,America,Grecia,59.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1630_03,Elanda Cofferson,F,309,S,Europa,Grecia,37.0,0,0,0.0,27.0,11.0,732.0,5.0,0
1800_05,Wandy Goffey,G,283,S,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4732_03,Okula Slavested,C,151,P,America,Grecia,44.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6346_02,Anch Perta,F,1212,S,Africa,Grecia,54.0,0,0,676.0,0.0,231.0,379.0,0.0,0
7385_01,Coracy Reyerson,F,1417,S,Europa,Malta,19.0,0,0,40.0,0.0,77.0,572.0,0.0,0
4897_01,Trice Weavesend,F,993,P,Europa,Grecia,18.0,0,0,0.0,0.0,31.0,2121.0,0.0,0
1558_01,Benja Mcdowns,G,247,P,Europa,Grecia,62.0,0,0,877.0,15.0,0.0,0.0,1.0,0
8704_02,Cappe Facke,D,264,S,Africa,Outros,29.0,0,0,2239.0,0.0,146.0,0.0,0.0,0
8811_01,Karley Goods,E,577,S,Europa,Malta,63.0,0,0,0.0,0.0,80.0,0.0,2322.0,0
1148_07,Edaron Clugete,C,42,P,America,Monaco,34.0,0,0,2386.0,841.0,76.0,26.0,1693.0,0
3126_01,Zedares Foraud,B,116,S,America,Monaco,31.0,0,0,139.0,4018.0,13.0,232.0,1140.0,1
5795_01,Evey Hodes,F,1106,S,Europa,Malta,19.0,0,0,0.0,95.0,595.0,0.0,0.0,1
1897_02,Arino Gocent,C,72,S,America,Grecia,38.0,0,0,0.0,354.0,0.0,1806.0,0.0,1
1478_02,Toniel Sweene,F,289,P,Europa,Malta,39.0,0,0,0.0,19.0,733.0,0.0,701.0,0
4238_01,Ainkard Calian,B,165,S,America,Monaco,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1590_02,Ankark Crakenecal,D,57,S,America,Monaco,33.0,0,0,0.0,26.0,1.0,33.0,2439.0,0
2255_01,Tabdhib Spadicage,C,75,P,America,Monaco,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5372_01,Cings Mith,E,342,S,Africa,Grecia,38.0,0,0,0.0,0.0,363.0,7.0,3.0,0
7837_01,Taurah Kiling,B,306,S,America,Monaco,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3654_01,Lorie Coolerson,F,689,S,Europa,Monaco,14.0,0,0,1.0,0.0,827.0,0.0,3.0,0
2361_01,Teryla Belley,G,380,P,Europa,Malta,3.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1031_01,Warry Leonzaley,F,194,S,Europa,Grecia,14.0,0,0,756.0,84.0,0.0,8.0,99.0,0
5595_01,Sonard Craftstens,F,1067,S,Europa,Grecia,30.0,0,0,0.0,1.0,0.0,870.0,0.0,0
4661_01,Mamina Moodman,F,948,P,Europa,Outros,30.0,0,0,77.0,2325.0,5.0,117.0,1.0,1
4888_01,Mark Tairbatic,C,192,S,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0003_01,Altark Susent,A,0,S,America,Grecia,58.0,1,0,43.0,3576.0,0.0,6715.0,49.0,0
2457_01,Brada Raney,G,400,P,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0992_01,Zino Kiling,D,35,S,America,Grecia,49.0,0,0,31.0,2727.0,0.0,184.0,135.0,1
3196_01,Flats Chate,F,667,P,Africa,Grecia,38.0,0,0,1046.0,0.0,1553.0,0.0,0.0,0
2856_01,Duhra Fulous,C,108,S,America,Monaco,38.0,0,0,0.0,896.0,0.0,0.0,4168.0,0
2234_01,Newtch Gen,F,448,P,Africa,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1849_01,Antone Sellentry,F,367,P,Europa,Grecia,25.0,0,0,113.0,0.0,0.0,1282.0,0.0,0
6672_04,Coass Deva,F,1387,P,Africa,Grecia,11.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2233_01,Nelle Alfordonard,G,359,P,Europa,Grecia,39.0,0,0,9.0,18.0,0.0,2.0,878.0,0
5885_08,Fayene Oneiles,G,954,S,Europa,Grecia,25.0,0,0,0.0,0.0,892.0,0.0,0.0,1
8755_01,Ionons Alvercal,D,265,S,America,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6406_02,Giedir Belstrut,B,249,S,America,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3195_06,Violan Litthews,G,505,S,Europa,Grecia,9.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0825_01,Alendy Wardendez,G,120,P,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0061_01,Shanya Salez,F,12,S,Europa,Grecia,22.0,0,0,45.0,1096.0,148.0,1377.0,1.0,0
2089_01,Sonard Sterreray,F,412,P,Europa,Malta,21.0,0,0,0.0,2.0,133.0,0.0,549.0,0
4427_02,Cheleon Dedentive,D,141,S,America,Grecia,31.0,0,0,0.0,46.0,0.0,209.0,2908.0,0
6810_05,Dors Knik,E,450,S,Africa,Monaco,68.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2961_01,Evaned Kellynn,F,621,P,Europa,Grecia,56.0,0,0,0.0,54.0,0.0,724.0,0.0,0
3271_02,Alley Micknightt,G,532,P,Europa,Monaco,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1086_02,Nancey Willangsey,G,166,P,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
8892_01,Shanya Ricklaney,F,1832,P,Europa,Grecia,28.0,0,0,0.0,16.0,496.0,318.0,0.0,0
0966_01,Duana Fulloydez,F,179,S,Europa,Grecia,29.0,0,0,1377.0,0.0,0.0,167.0,0.0,0
4956_01,Walla Mcphernard,G,809,S,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3933_01,Gileen Coleyanglas,G,642,S,Europa,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1601_01,Elenna Mulley,G,255,P,Europa,Grecia,37.0,0,0,22.0,5.0,0.0,747.0,0.0,0
4113_01,Taraid Bradiary,B,129,P,America,Monaco,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1025_01,Chrisa Harverez,F,210,P,Europa,Grecia,20.0,0,0,759.0,0.0,106.0,202.0,0.0,0
6175_02,Margia Chanan,G,1000,P,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6471_01,Adria Cardners,G,1050,S,Europa,Grecia,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6456_01,Miken Gainney,E,410,P,Europa,Grecia,36.0,0,0,32.0,3.0,657.0,58.0,41.0,0
5583_01,Taura Inghtal,D,170,S,America,Grecia,52.0,0,0,5.0,3514.0,31.0,601.0,13.0,1
2173_01,Vina Landolphrey,G,352,P,Europa,Malta,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5927_04,Alcoran Sysilstict,B,201,P,America,Monaco,49.0,0,0,0.0,1264.0,0.0,5474.0,104.0,0
0008_02,Altardr Flatic,B,1,P,America,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3949_01,Denis Burraymons,E,238,P,Europa,Grecia,14.0,0,0,781.0,0.0,1.0,4.0,1.0,0
6168_02,Glenna Gordond,G,999,S,Europa,Monaco,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1685_03,Camina Dillestron,G,272,P,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0941_01,Carita Steeletters,F,195,P,Europa,Grecia,13.0,0,0,0.0,7.0,0.0,1175.0,0.0,0
7574_01,Nunkib Alindiveng,B,287,S,America,Monaco,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7249_02,Jetax Burle,F,1397,S,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4659_01,Mael Hayerson,F,876,S,Europa,Grecia,24.0,0,0,703.0,0.0,0.0,0.0,0.0,0
2456_01,Dorey Jarvey,G,399,P,Europa,Malta,13.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7859_01,Shams Jaflé,F,1504,S,Outros,Grecia,23.0,0,0,550.0,0.0,738.0,0.0,0.0,1
9195_01,Quakes Purle,F,1779,S,Africa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2595_03,Res Fle,D,76,P,Africa,Grecia,28.0,0,0,938.0,61.0,0.0,53.0,4.0,0
1116_03,Colly Barnolaney,G,174,S,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5162_02,Dow Barne,F,988,S,Africa,Monaco,39.0,0,0,98.0,0.0,125.0,0.0,1082.0,0
3063_03,Elina Daughttley,E,192,P,Europa,Grecia,19.0,0,0,1.0,0.0,0.0,450.0,254.0,0
6906_01,Elix Pelte,F,1432,P,Africa,Grecia,35.0,0,0,1719.0,4389.0,1015.0,0.0,14.0,1
0802_01,Plat Pimne,F,148,S,Africa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0504_04,Tauria Unpasine,B,19,S,America,Grecia,64.0,0,0,0.0,1737.0,11.0,401.0,752.0,0
5039_04,Cakes Bate,F,958,S,Africa,Grecia,35.0,0,0,1307.0,0.0,0.0,2.0,0.0,0
6891_01,Treynx Casty,D,215,P,Africa,Grecia,27.0,0,0,725.0,0.0,1660.0,0.0,0.0,1
0179_02,Raque Webstephrey,G,26,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2364_01,Sta Roachez,G,381,P,Europa,Grecia,44.0,0,0,0.0,4.0,6.0,864.0,33.0,1
7815_01,Jaye Daviddley,F,1496,S,Europa,Malta,27.0,0,0,0.0,605.0,0.0,0.0,0.0,1
1345_01,Mistie Flowensley,F,260,S,Europa,Grecia,25.0,0,0,1174.0,0.0,18.0,721.0,0.0,0
4030_04,Beula Carpennels,G,661,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2384_06,Lerome Cleachrand,G,383,S,Europa,Grecia,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4332_01,Tammyl Dukertyler,G,707,S,Europa,Monaco,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3060_01,Rowl Chman,F,581,S,Africa,Grecia,13.0,0,0,760.0,2.0,2.0,0.0,0.0,0
5151_01,Flark Cotik,F,1052,P,Africa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5095_01,Coate Snoff,F,1038,P,Africa,Grecia,61.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7372_01,Leria Gallandez,F,1526,P,Europa,Grecia,40.0,0,0,2.0,147.0,0.0,1695.0,1147.0,0
7134_01,Heidie Kimpson,G,1148,P,Europa,Malta,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5006_03,Alark Stingive,B,166,P,America,Grecia,20.0,0,0,0.0,219.0,0.0,5.0,3283.0,0
2805_01,Allena Blacks,F,582,P,Europa,Grecia,19.0,0,0,0.0,0.0,366.0,268.0,0.0,0
1443_01,Anda Jimes,G,225,P,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2060_01,Anniey Baketton,G,327,S,Outros,Monaco,22.0,0,0,1430.0,0.0,0.0,0.0,423.0,0
4040_01,Brance Micknightt,G,663,P,Europa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0326_01,Charly Edwartizman,G,47,S,Europa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5501_01,Camily Alldson,G,885,S,Europa,Grecia,35.0,0,0,702.0,104.0,5.0,76.0,0.0,1
9231_02,Walls Paie,F,1888,P,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0290_01,Skaton Excialing,B,7,S,America,Monaco,26.0,0,0,0.0,4458.0,0.0,1157.0,262.0,1
8997_01,Dont Guerson,F,1742,S,Europa,Monaco,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5247_01,Roydo Yorkland,G,848,P,Europa,Grecia,38.0,0,0,6.0,2324.0,0.0,0.0,0.0,1
2363_01,Castab Unregul,C,85,S,America,Grecia,28.0,0,0,2416.0,8926.0,41.0,1.0,462.0,1
8581_01,Kitauva Fawnsive,C,323,S,America,Grecia,25.0,1,1,0.0,0.0,0.0,0.0,0.0,1
7302_01,Rish Fle,E,486,S,Africa,Grecia,33.0,0,0,728.0,0.0,285.0,0.0,0.0,0
0951_01,Done Lunapperts,G,144,S,Europa,Malta,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6816_01,Allyny Ewiseston,G,1108,P,Europa,Monaco,3.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4386_02,Thaldah Conachets,B,170,S,America,Grecia,51.0,0,0,0.0,16455.0,885.0,0.0,363.0,1
8988_06,Caseye Fowlesterez,G,1448,S,Europa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9197_02,Aludram Platch,C,308,P,America,Outros,41.0,1,0,0.0,7964.0,0.0,3238.0,5839.0,0
7529_01,Harrie Combson,G,1221,S,Europa,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2096_01,Milly Kité,F,412,S,Africa,Grecia,29.0,0,0,216.0,10.0,611.0,594.0,0.0,0
7902_04,Luison Villenson,G,1276,P,Europa,Grecia,23.0,0,0,1.0,700.0,0.0,7.0,136.0,0
4989_01,Inette Johnshines,E,310,P,Europa,Grecia,38.0,0,0,0.0,1.0,0.0,786.0,0.0,0
2846_01,Margio Lardsonald,G,452,S,Europa,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0615_02,Elina Hodes,G,92,S,Europa,Grecia,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3747_03,Dsch Brakebarne,B,118,P,America,Grecia,53.0,0,0,0.0,3377.0,0.0,193.0,5563.0,0
0848_01,Sts Raca,F,175,P,Africa,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0378_05,Polaton Pirejus,B,11,S,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4053_01,Leondy Midtt,G,668,S,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1306_02,Alsham Irintious,B,56,S,America,Monaco,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1
